676,Baramulla District Hospital Blood Bank,Jammu and Kashmir,BARAMULLA,Baramulla,9797218141,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
677,Chodana Sub-District Hospital Blood Bank,Jammu and Kashmir,Budgam, Budgam ,9596301711,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
678,Budgam District Hospital Blood Bank ,Jammu and Kashmir,Budgam,Budgam ,9419035800,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
679,Doda District Hospital Blood Bank ,Jammu and Kashmir,DODA,Doda,9419168144,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
680,District Hospital Blood Bank Ganderbal ,Jammu and Kashmir,GANDERBAL,Ganderbal,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
681,Government Hospital Blood Bank Gandhi Nagar,Jammu and Kashmir,JAMMU, Jammu ,9419187114,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
682,Government Medical College and Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,9419184710,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
683,Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
684,Bee Enn General Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,,Charity,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
685,Sainik Asptal Blood Bank Satwari,Jammu and Kashmir,JAMMU,Satwari,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
686,Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,Jammu and Kashmir,JAMMU,Sidhara,,Charity,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
687,Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank ,Jammu and Kashmir,KARGIL,Kargil ,9419888523,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
688,Kathua District Hospital Blood Bank ,Jammu and Kashmir,KATHUA,Kathua ,9419176206,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
689,Kishtwar District Hospital Blood Bank  ,Jammu and Kashmir,KISHTWAR,Kishtwar ,9018497123,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
690,Kulgam District Hospital Blood Bank ,Jammu and Kashmir,KULGAM,Kulgam ,9622749024,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
691,Handwara District Hospital Blood Bank,Jammu and Kashmir,KUPWARA,Handwara,9622221424,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
692,General Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,Leh,"09906982587, 094191235102",Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
693,SNM Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,Leh ,9622181045,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
694,Raja Sukhdev Singh District Hospital Poonch,Jammu and Kashmir,POONCH,Haveli,"94,19,60,18,23,09,41,90,00,000",Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
695,Pulwama District Hospital Blood Bank ,Jammu and Kashmir,PULWAMA,Pulwama,"09419757644, 09419070964",Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
696,General Hospital Blood Bank (Army),Jammu and Kashmir,RAJOURI, Rajouri ,9596711669,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
697,Rajouri District Hospital Blood Bank ,Jammu and Kashmir,RAJOURI,Rajouri,9419267266,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
698,Ramban District Hospital Blood Bank ,Jammu and Kashmir,RAMBAN,Ramban,9419211432,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
699,District Hospital Blood Bank Sambha ,Jammu and Kashmir,SAMBA,Samba,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
700,District Hospital Blood Bank Shopian ,Jammu and Kashmir,SHOPIAN,Shopian,9906691206,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
701,Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,Jammu and Kashmir,SRINAGAR, Srinagar ,9419466823,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
702,92 Base Hospital Blood Bank,Jammu and Kashmir,SRINAGAR, Srinagar            ,9419025840,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
703,Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,Jammu and Kashmir,SRINAGAR,Srinagar ,9419081023,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
704, Government Lal Ded Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,Srinagar            ,9797937999,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
705,Government Bone and Joint Surgery Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,Srinagar ,9419720762,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
706,Jawahar Lal Nehru Memorial Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,Srinagar ,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
707,Command Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udampur ,,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
708,Udhampur District Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udhampur,9419222969,Government,"Atlanta Point
Near Cellular Jail
P.O. Aberdeen Bazaar
"
